obj tensor(-3451.8708, grad_fn=<SubBackward0>)
obj tensor(-828.9984, grad_fn=<SubBackward0>)
obj tensor(-840.1187, grad_fn=<SubBackward0>)
obj tensor(-829.6595, grad_fn=<SubBackward0>)
obj tensor(-840.5498, grad_fn=<SubBackward0>)
obj tensor(-831.7571, grad_fn=<SubBackward0>)
obj tensor(-831.0117, grad_fn=<SubBackward0>)
obj tensor(-831.5486, grad_fn=<SubBackward0>)
obj tensor(-834.5648, grad_fn=<SubBackward0>)
obj tensor(-826.8911, grad_fn=<SubBackward0>)
obj tensor(-832.1512, grad_fn=<SubBackward0>)
obj tensor(-828.7269, grad_fn=<SubBackward0>)
obj tensor(-828.0765, grad_fn=<SubBackward0>)
obj tensor(-831.8831, grad_fn=<SubBackward0>)
obj tensor(-824.4090, grad_fn=<SubBackward0>)
obj tensor(-818.9620, grad_fn=<SubBackward0>)
obj tensor(-825.1918, grad_fn=<SubBackward0>)
obj tensor(-827.2659, grad_fn=<SubBackward0>)
obj tensor(-826.3118, grad_fn=<SubBackward0>)
obj tensor(-819.0867, grad_fn=<SubBackward0>)
obj tensor(-829.5314, grad_fn=<SubBackward0>)
obj tensor(-821.2325, grad_fn=<SubBackward0>)
obj tensor(-829.9728, grad_fn=<SubBackward0>)
obj tensor(-821.5791, grad_fn=<SubBackward0>)
obj tensor(-822.7872, grad_fn=<SubBackward0>)
obj tensor(-822.5134, grad_fn=<SubBackward0>)
obj tensor(-827.6903, grad_fn=<SubBackward0>)
obj tensor(-828.0662, grad_fn=<SubBackward0>)
obj tensor(-826.8115, grad_fn=<SubBackward0>)
obj tensor(-823.6662, grad_fn=<SubBackward0>)
obj tensor(-827.6349, grad_fn=<SubBackward0>)
obj tensor(-823.4411, grad_fn=<SubBackward0>)
obj tensor(-819.0972, grad_fn=<SubBackward0>)
[iteration 500] time: 0.32 	beta 6.00 	lambda 0.00 training ELBO: -203.0871 (-219.3917)
